http://www.babylab.com.au/;UWSE;Australia;status code != 200, 201;
http://www.copelandpublishing.com.au/;CHILD magazines (Copeland Publishing Pty. Ltd.);Australia;status code != 200, 201;
http://www.isleofcharlie.com.au/;ISLE OF CHARLIED;Australia;status code != 200, 201;
http://andthelittleonesaid.com.au/;AND THE LITTLE ONE SAID;Australia;status code != 200, 201;
http://www.home.exetel.com.au/;Idol Eyes Australia;Australia;"HandshakeException: Handshake error in client (OS Error: 
	CERTIFICATE_VERIFY_FAILED: unable to get local issuer certificate(handshake.cc:352))";NO
http://www.kreativstube.com/;Kreativstube Annaberg;Austria;status code != 200, 201;
http://www.mummabubbajewellery.com.au/;MUMMA BUBBA TEETHING JEWELLER;Australia;status code != 200, 201;
http://www.fertilityeast.com.au/;Fertility East;Australia;status code != 200, 201;
http://www.niki-hecht.at/;Niki Hecht;Austria;status code != 200, 201;
http://www.wooddesign.at/;Wood Design  Charles trot;Austria;status code != 200, 201;
http://www.berger-regina.at/;BERGER Regina Nahstube;Austria;status code != 200, 201;
http://www.pipilonia.at/;Pipilonias creative world Sindra Schwam .;Austria;status code != 200, 201;
http://www.labavette.be/;LABAVETTE - AUDREY TATON;Belgium;status code != 200, 201;
http://www.thematernityhouse.ca/;The Maternity House;Canada;status code != 200, 201;
http://www.idreamdesigns.ca/;IDREAM DESIGNS;Canada;status code != 200, 201;
http://www.innovationengraving.com/;Innovation Laser Engraving;Canada;status code != 200, 201;
http://www.oemibaby.com/;OEMI BABY INC.;Canada;status code != 200, 201;
http://www.stroller-boutique.com;Stroller Boutique,;Canada;status code != 200, 201;
http://www.naturesbabybasket.com/;Nature's Baby Basket,;Canada;Welcome to Nature's Baby Basket  - The Store at Dr. For Moms;NO
http://www.dayabrasil.com.br/;DAYA / NEW KIN;Brazil;status code != 200, 201;
http://www.weebeeprecious.ca/;WEEBEE PRECIOUS;Canada;status code != 200, 201;
http://www.light-scape.ca/;LightScape Photography;Canada;status code != 200, 201;
http://www.thespec.com/;The Hamilton Spectator;Canada;Hamilton News - Latest Daily Breaking News Stories | TheSpec.com;Your Hamilton source for daily breaking news, local stories, life, opinion, voices from the community, events and more. Visit www.thespec.com today.
http://www.gianttiger.com/;Giant Tiger Stores Ltd.;Canada;Giant Tiger; 
http://www.jenadams.scentsy.ca;Scentsy;Canada;Find the Best Scented Wax & Warmers. Home & Body Products | Shop Scentsy ;Wickless candles and scented fragrance wax for electric candle warmers and scented natural oils and diffusers. Shop for Scentsy Products Now!
http://www.bestshooz4kidz.ca/;Best Shooz 4 Kidz;Canada;status code != 200, 201;
http://www.begift.com/;BEGIFT;Canada;status code != 200, 201;
http://www.amazearts.com/;AmazeArts,;Canada;status code != 200, 201;
http://www.eevoudig.etsy.com/;Eenvoudig - Simply Unique;Canada;status code != 200, 201;
http://www.cnpromotion.com.cn/;Taizhou Flourish Leisure Co., Ltd.;China;status code != 200, 201;
http://www.famous-optical.com;Famous Optical Xiamen Co., Ltd.;China;status code != 200, 201;
http://www.bxbaby.cc;Ningbo Beierxin Baby Accessories Co Ltd;China;status code != 200, 201;
http://chuangfatoys.en.alibaba.com;Chuangfa Plastic Toys Co., Ltd.;China;status code != 200, 201;
http://www.cntool.zj17.host.35.com/;Taizhou Bowei Kids Products Co.,ltd.;China;status code != 200, 201;
http://www.baoditoys.com/;Ningbo Baodi Toys Technology Co., Ltd.;China;status code != 200, 201;
